x,y,cluster
10.180127,4.880501,0
11.014079,5.278208,0
8.897028,3.894631,0
9.142180,5.946994,0
11.446736,5.501587,0
9.277205,5.853690,0
8.569890,4.021767,0
8.880827,4.446698,0
9.424655,2.718985,0
10.373465,5.275097,0
9.093282,4.665999,0
10.407036,7.425303,0
9.103645,5.583378,0
9.926634,3.710572,0
7.176395,2.873933,0
11.274690,3.451039,0
6.313614,4.872003,0
11.455324,4.269783,0
11.594359,8.086096,0
9.587044,4.632922,0
7.913562,5.092280,0
9.675958,-0.242193,0
11.842684,5.168195,0
11.387200,6.813182,0
10.805619,5.755290,0
9.704654,3.004003,0
10.033892,5.176891,0
8.956770,3.351579,0
9.061158,7.338582,0
9.275743,6.386728,0
7.231915,4.739641,0
10.504364,4.190838,0
9.073006,2.496653,0
8.969512,3.634064,0
12.619192,5.740051,0
9.192708,4.187568,0
7.817823,5.011159,0
8.185007,4.401315,0
8.972026,5.399054,0
9.245927,5.859176,0
7.670965,4.030957,0
9.216680,4.301480,0
8.064430,3.621992,0
10.626669,8.112096,0
11.746754,5.153686,0
10.670597,5.132608,0
12.373902,7.463657,0
9.914775,2.115232,0
12.510661,4.416384,0
10.435279,6.533581,0
10.595483,6.945743,0
-0.973407,3.854066,1
-2.956566,3.053351,1
1.244705,6.126270,1
-1.314972,4.194581,1
-1.981378,2.224162,1
-0.843814,1.179874,1
-4.106866,2.483121,1
-0.883214,5.286231,1
-0.214316,5.042534,1
0.890197,5.748260,1
-4.012758,2.275979,1
-1.691582,4.657455,1
-1.559353,4.442909,1
-0.287995,6.562447,1
-0.109569,5.323216,1
-5.722156,3.850152,1
-5.045288,4.133928,1
-2.603225,3.354245,1
-2.392105,4.596945,1
-2.024808,5.347475,1
-4.647139,2.366380,1
-2.632646,3.368490,1
-2.000559,5.946844,1
-1.644109,3.897983,1
-1.243942,4.293737,1
-3.143803,5.537491,1
-1.518563,3.007302,1
-4.264895,3.943468,1
-2.711011,4.030831,1
-1.224055,2.775333,1
-1.631388,5.822394,1
0.055957,3.647596,1
-0.607262,6.315720,1
-1.391680,2.938257,1
-0.116645,2.472548,1
0.856343,7.310441,1
-0.548608,4.643496,1
-2.046865,3.009524,1
0.001442,4.283980,1
-2.707915,4.632700,1
-2.551889,2.892108,1
-0.706313,3.407985,1
-1.054934,3.923653,1
-2.350780,3.485214,1
-0.795655,4.644014,1
-4.850741,2.118870,1
-2.579161,5.489998,1
-0.536196,4.158736,1
-2.987229,0.935542,1
-1.247133,3.613956,1
-2.893003,5.618069,1
-0.299472,4.132294,1
-2.003262,4.560309,1
-1.151210,1.423404,1
-1.458638,6.709691,1
-1.922437,4.377686,1
-0.146679,6.464676,1
-3.691574,0.936553,1
-6.311336,1.804043,1
-1.921370,4.516429,1
-3.315349,4.898620,1
-2.174347,2.783073,1
-2.119480,4.758136,1
-2.771987,3.004819,1
-1.745461,4.038010,1
-0.261297,4.861697,1
-3.994310,1.311116,1
-0.176265,6.042849,1
-0.963281,3.878199,1
-2.179932,1.866825,1
-3.196602,3.148431,1
-0.847919,2.932220,1
-0.240053,5.040544,1
0.446499,5.572856,1
-1.521732,1.457442,1
-1.052276,6.509374,1
0.832517,7.666648,1
-0.782031,4.462129,1
-0.358343,5.048449,1
-4.295190,3.416064,1
-1.802972,3.011551,1
-2.429497,4.792053,1
-2.097165,5.082907,1
-1.985689,3.778075,1
-5.121500,1.586321,1
-2.920914,2.451653,1
-2.874538,2.975970,1
-1.204040,5.741692,1
-1.863782,2.581516,1
-3.222983,3.788237,1
-3.823298,2.830538,1
-3.597619,3.913045,1
-2.571621,5.268157,1
-2.531253,1.612748,1
0.472331,5.534759,1
-3.831657,4.094525,1
-1.289022,4.678753,1
0.610435,4.263240,1
-1.846232,2.730161,1
-3.984324,3.753227,1
0.445096,5.654099,1
-1.981127,3.703405,1
0.203175,5.525685,1
-0.780083,3.604091,1
-4.470772,0.472320,1
-4.932907,3.064990,1
-1.064107,4.890964,1
-3.614878,3.240482,1
-2.493666,2.401338,1
-2.879836,3.615400,1
-1.726158,7.136656,1
-3.861118,2.313342,1
-0.110196,4.594603,1
-1.448393,3.283387,1
-1.929813,3.600034,1
-2.985356,3.147743,1
1.163476,5.616474,1
-4.371131,5.244753,1
-2.968892,3.461782,1
-1.727306,3.705423,1
-1.283745,1.304269,1
-4.690221,2.468447,1
-0.300234,4.692515,1
-2.278983,2.281146,1
-1.712586,6.138272,1
-3.382349,4.083069,1
-1.262950,5.152183,1
-0.141222,5.227936,1
-2.972702,4.749864,1
-2.134723,5.875169,1
-1.353255,0.808782,1
-2.817489,4.022269,1
-0.901287,5.756633,1
-3.570817,0.109593,1
-0.908838,2.499257,1
-3.165466,3.066200,1
-2.341930,2.697389,1
-3.143691,4.036459,1
-2.147273,4.694575,1
0.192050,3.749484,1
-1.143924,3.988006,1
-4.275698,2.105621,1
-2.234293,2.433102,1
-0.787196,3.190030,1
-1.648383,4.040501,1
-2.600313,5.405225,1
-3.935997,4.792057,1
-1.284162,3.929660,1
-1.975855,2.980516,1
-1.293117,4.138009,1
-2.601454,5.114434,1
0.599620,5.305265,1
-3.191933,3.361493,1
0.738481,5.338259,1
-0.305461,5.065425,1
-2.030519,2.358112,1
-2.322523,3.098123,1
-2.324921,2.649051,1
-1.957830,3.472129,1
-3.739877,2.825358,1
-1.041475,6.086026,1
-0.493081,6.166866,1
-2.217908,2.703613,1
-3.313972,3.892435,1
-2.525190,2.573816,1
-3.660803,3.296481,1
-1.922067,3.074879,1
0.621336,5.526955,1
-1.092405,3.774146,1
-1.555201,3.214311,1
-4.082274,1.662019,1
-4.279440,3.417899,1
0.214990,7.050493,1
-3.508554,3.858615,1
-2.794200,3.314585,1
-4.025667,2.690151,1
-3.187434,4.789035,1
-2.105918,4.255142,1
-1.830012,5.033562,1
-2.450184,5.772095,1
-4.868582,1.697038,1
-1.730742,5.507807,1
-2.364241,3.009683,1
-2.204182,4.863150,1
-1.255233,3.486223,1
-3.681911,4.777047,1
-2.610475,4.726667,1
-2.458573,5.204153,1
-6.371283,-0.892228,1
-4.210971,4.203223,1
-1.629077,5.155104,1
-0.045948,5.387625,1
-0.505295,4.883677,1
-2.469807,2.542092,1
-2.690271,4.245886,1
-0.654644,4.644626,1
-3.013317,1.340468,1
-2.108242,7.668585,1
1.257163,5.715502,1
-1.614375,6.627744,1
8.635837,20.299476,2
11.587102,20.594584,2
11.162745,18.057750,2
11.190883,18.998051,2
8.454675,20.469505,2
12.444742,22.604376,2
10.921256,20.338242,2
10.837567,18.646454,2
12.483989,18.169516,2
7.669289,19.069694,2
10.949424,18.487340,2
10.330839,20.408938,2
10.313221,19.776530,2
11.256935,22.003671,2
10.710790,20.937771,2
11.008931,20.551607,2
10.742721,20.277966,2
13.752242,19.873017,2
10.860422,18.652290,2
10.080470,19.843195,2
11.181693,19.562862,2
6.559703,20.816523,2
9.623970,18.493343,2
11.861282,17.714301,2
11.661930,20.853773,2
9.130463,20.964157,2
11.119257,23.335485,2
13.381041,20.565104,2
12.129492,21.965675,2
9.371388,18.971593,2
9.508810,22.012865,2
10.966702,17.825473,2
11.057204,20.279085,2
13.404204,20.252238,2
12.420678,21.859394,2
11.512996,19.842040,2
9.362443,20.113869,2
11.021808,18.189794,2
9.978635,19.167687,2
10.054635,20.229748,2
8.315480,20.296201,2
9.492371,21.240662,2
10.696009,18.424399,2
13.227923,22.342998,2
9.703297,18.643412,2
9.337613,21.882787,2
11.442972,21.745208,2
9.478207,19.749365,2
10.881252,20.751680,2
10.694895,18.955934,2
11.979239,20.568598,2
12.802130,19.608637,2
12.429717,19.467868,2
10.875319,18.980773,2
11.525182,17.247955,2
10.728373,15.839823,2
10.033550,22.017147,2
10.604460,20.828537,2
9.506967,21.238942,2
11.834678,21.799704,2
8.710507,25.173330,2
9.252834,19.198731,2
10.760606,22.163588,2
12.370300,19.745297,2
9.650904,21.423514,2
9.438788,19.066767,2
11.096282,19.600490,2
11.349614,19.922125,2
13.831381,19.780496,2
9.176653,19.776799,2
12.544780,17.778571,2
10.987726,17.694862,2
10.131446,19.603619,2
9.694607,19.935696,2
8.471487,21.262800,2
11.313514,18.443220,2
11.529167,19.722650,2
10.588016,18.383633,2
10.348627,21.114380,2
10.312043,20.797005,2
10.628279,17.652684,2
12.119824,19.506343,2
10.968813,19.337740,2
13.045775,20.069433,2
8.536856,20.303676,2
12.100674,19.235883,2
11.671087,19.470337,2
10.917203,22.736534,2
11.753920,21.572939,2
13.056424,21.706109,2
11.021568,18.652189,2
10.941715,20.284606,2
10.218839,19.643193,2
10.812076,17.417544,2
11.765630,16.211988,2
11.215174,22.000736,2
10.770319,19.156286,2
11.399807,21.958491,2
11.350133,19.208698,2
10.810461,21.190394,2
11.372626,18.900417,2
10.505267,18.542008,2
11.494180,19.576335,2
9.464386,21.066708,2
11.749744,20.436101,2
10.941652,20.170782,2
11.628691,21.234641,2
11.799983,18.965494,2
10.318503,18.476887,2
11.212158,20.534292,2
12.708576,19.466448,2
9.757901,22.196169,2
9.362427,19.707901,2
10.899810,21.264443,2
11.293202,19.186673,2
13.368935,18.371969,2
9.723358,20.361971,2
11.276102,19.650776,2
11.370400,18.639894,2
10.851114,20.038404,2
14.274267,20.245755,2
10.590030,22.527352,2
10.790072,19.809567,2
12.046783,19.315344,2
7.968838,20.171052,2
10.594836,20.973240,2
10.836759,23.573929,2
15.186294,21.256715,2
11.847884,21.112890,2
12.465612,18.289172,2
12.179167,21.152625,2
10.660413,18.938071,2
10.466047,18.264347,2
9.300855,20.683322,2
10.190048,18.523983,2
12.306146,21.503199,2
11.917700,21.733456,2
9.390963,19.513430,2
10.490856,20.645818,2
11.006704,21.922229,2
9.627432,17.905221,2
11.752854,21.802374,2
9.448601,19.036048,2
10.730111,19.686715,2
10.494636,22.987496,2
9.260136,23.188445,2
9.598039,15.997111,2
9.782801,19.416223,2
10.738177,18.267717,2
13.447114,21.932912,2
13.208655,18.520604,2
9.591863,20.055927,2
11.519381,19.255925,2
8.877455,21.321300,2
11.433600,19.499495,2
11.595652,20.526254,2
9.770254,19.976642,2
10.474397,21.341283,2
10.827445,18.074238,2
11.217532,19.797938,2
9.034264,18.842833,2
8.981756,20.237909,2
11.616056,22.231737,2
11.475470,19.666840,2
11.713363,19.490107,2
10.724324,17.557863,2
10.550675,20.896146,2
10.730642,21.812807,2
12.500302,22.366664,2
9.428525,20.393876,2
11.205484,17.998710,2
12.117307,21.180414,2
10.561054,19.737572,2
11.447081,18.150888,2
8.001275,19.716407,2
9.779706,21.087198,2
13.164376,20.142231,2
10.054710,21.241238,2
12.384523,18.506815,2
11.525821,20.792370,2
10.992486,20.195785,2
8.886375,19.086739,2
12.329098,19.916583,2
9.874776,21.302862,2
10.891308,22.323192,2
11.045040,17.804366,2
11.142914,19.964520,2
13.441152,21.254908,2
9.811530,21.048361,2
11.102863,21.162953,2
9.024978,18.803772,2
9.772403,19.847557,2
10.415160,18.537642,2
10.912429,20.051905,2
10.881537,21.621056,2
11.472660,19.771028,2
10.196449,21.034942,2
11.253561,21.353692,2
9.456782,17.978152,2
11.444369,21.705300,2
12.958035,-35.864925,3
14.152563,-34.139186,3
14.736529,-31.665700,3
14.429294,-33.471398,3
13.836579,-34.226162,3
14.018042,-34.045241,3
16.473186,-33.536622,3
15.979923,-33.375256,3
13.401510,-34.600961,3
15.301237,-33.054345,3
10.548315,-35.970465,3
16.218985,-31.290046,3
12.858591,-37.567031,3
14.353929,-34.714564,3
13.792928,-35.570641,3
14.679913,-35.069854,3
15.913256,-35.144820,3
15.649495,-34.675236,3
16.556358,-32.443863,3
13.304782,-33.561107,3
15.792775,-33.833764,3
14.518394,-36.301754,3
14.275918,-34.628868,3
13.960102,-33.135075,3
13.648813,-36.179188,3
15.185245,-33.768440,3
14.069753,-33.092279,3
13.144864,-34.020132,3
14.599516,-34.384693,3
13.531711,-34.012241,3
15.642068,-34.846396,3
13.891149,-33.737941,3
14.471029,-35.745043,3
16.131336,-36.089374,3
15.195081,-34.939090,3
14.462288,-34.802461,3
13.983108,-34.631381,3
15.044974,-33.183267,3
15.174148,-33.982217,3
13.342237,-36.173869,3
16.743609,-35.069170,3
13.202275,-35.805821,3
13.439441,-36.392181,3
12.349474,-36.233039,3
14.760379,-35.031387,3
15.215990,-34.484248,3
13.648027,-34.000468,3
15.874248,-33.316635,3
15.506071,-34.563518,3
15.136780,-36.056421,3
14.347154,-33.699245,3
15.231474,-32.985881,3
14.758547,-36.616914,3
13.909282,-32.960344,3
16.889612,-35.279152,3
14.922324,-36.418746,3
15.368856,-33.415330,3
15.873707,-32.582753,3
15.280881,-33.762219,3
13.468978,-33.455240,3
13.187157,-35.569394,3
16.449606,-31.854153,3
13.821277,-34.254541,3
12.581279,-35.598459,3
16.374263,-35.307745,3
15.494256,-35.782136,3
14.123475,-36.835855,3
14.195059,-33.854659,3
15.277717,-33.590515,3
14.333000,-34.272588,3
15.265709,-35.389395,3
13.089751,-32.007320,3
14.305363,-32.658714,3
13.281966,-33.445516,3
13.673680,-33.638598,3
15.284485,-34.605089,3
12.969561,-36.697506,3
14.806057,-33.746865,3
17.397731,-36.432466,3
18.330006,-34.562387,3
16.627161,-35.918147,3
16.005767,-33.407831,3
14.888913,-31.371622,3
16.098353,-33.349309,3
17.370717,-34.239372,3
14.955568,-33.975526,3
13.631159,-33.407916,3
15.408646,-31.873461,3
15.018442,-33.731679,3
14.052153,-34.486723,3
14.852867,-32.734647,3
12.924543,-35.249923,3
16.908400,-32.508250,3
14.119665,-33.584277,3
14.759708,-33.796642,3
15.975363,-34.124600,3
15.104663,-33.904613,3
14.903993,-34.384918,3
13.306817,-33.363377,3
14.920587,-34.768502,3
18.841650,-34.318675,3
14.450676,-31.357653,3
18.727399,-35.614661,3
16.848379,-35.216571,3
15.630241,-35.413483,3
15.129406,-32.634274,3
13.992288,-32.161702,3
14.490551,-36.704244,3
15.355441,-32.247912,3
15.383096,-33.503064,3
16.645991,-34.073037,3
16.420911,-32.895716,3
16.310909,-30.842090,3
14.352378,-34.123123,3
13.427196,-34.304915,3
13.598807,-32.602180,3
13.423193,-33.732566,3
15.452321,-34.125107,3
16.830053,-34.460434,3
13.410427,-35.808831,3
15.427860,-33.863886,3
13.484614,-36.429692,3
14.515287,-33.001676,3
13.754296,-33.531937,3
15.088655,-32.804221,3
14.982068,-32.439884,3
12.938375,-33.450973,3
15.881955,-35.198554,3
13.262235,-34.872656,3
16.593915,-35.041755,3
15.478360,-34.554746,3
14.521002,-32.552081,3
15.628247,-32.189658,3
16.102921,-33.922532,3
14.292376,-33.768462,3
15.480696,-32.687703,3
14.368511,-33.493261,3
14.720366,-34.237376,3
14.970756,-33.511713,3
15.777527,-31.953302,3
12.963392,-34.175303,3
16.069964,-33.958116,3
13.952364,-35.898326,3
15.107355,-33.674117,3
13.379536,-35.723411,3
14.138310,-35.407890,3
13.220169,-35.009320,3
14.443498,-32.784123,3
14.594281,-32.272053,3
13.754750,-34.255956,3
13.634168,-35.106066,3
14.855157,-34.349407,3
15.831787,-33.977484,3
12.946864,-34.577159,3
14.369847,-33.665058,3
13.860923,-33.280499,3
15.106033,-34.959932,3
12.352226,-34.007355,3
12.021463,-34.011746,3
14.077390,-35.613231,3
13.693905,-30.894642,3
14.533432,-32.315320,3
15.607263,-34.987818,3
15.527259,-32.923233,3
16.837176,-33.274567,3
15.350833,-37.139128,3
12.755395,-35.021889,3
12.750598,-32.877731,3
12.708869,-33.670569,3
16.521060,-34.143825,3
15.243037,-35.800604,3
16.338119,-35.454315,3
16.339962,-36.726503,3
13.099246,-32.663388,3
15.270655,-33.524392,3
16.017308,-33.491169,3
15.489808,-31.442943,3
16.304804,-37.345175,3
13.889604,-34.727286,3
12.405559,-36.016106,3
14.132292,-34.200934,3
13.349308,-34.530211,3
14.411538,-33.094112,3
14.580324,-35.670339,3
15.089416,-34.082849,3
15.095640,-34.135639,3
14.861489,-32.981260,3
15.680456,-32.027916,3
14.978304,-32.209062,3
16.044138,-33.252705,3
15.289512,-33.666823,3
15.321105,-33.082640,3
14.324985,-32.341502,3
16.674659,-31.926852,3
14.693571,-33.946805,3
12.355344,-33.787251,3
15.393698,-33.910140,3
14.394467,-33.398784,3
16.308431,-35.672487,3
16.359814,-33.811318,3
